,PC1,PC2,PC3,Cluster_11,Cluster_7
0,0.06898824905287157,0.400583216277074,0.7439173791178854,0,4
1,0.0826646290676104,0.37642354820191704,0.7094880325685561,0,4
2,0.11808469045434554,0.3259678213568331,0.660768902920748,0,4
3,0.1967594590077472,0.23330010467603274,0.5948040978613541,0,4
4,0.32925296606192334,0.09802888660973913,0.5212492397361073,0,4
5,0.5130297818130882,-0.06692945071214385,0.45958386396856504,0,4
6,0.7331679996185911,-0.2441422808549674,0.42973703155987747,0,4
7,0.9635773925149584,-0.42263884432760385,0.4398772861890989,0,4
8,1.1666652199859129,-0.605019133753403,0.47760046149718943,0,4
9,1.2920298671745178,-0.8064423668128798,0.5100201209531874,0,4
10,1.2770714949903466,-1.0452636542855158,0.4943466242292691,0,4
11,1.0185259804269542,-1.2967497751478858,0.5281282913897588,0,4
12,0.6146255823784452,-1.5476943399160872,0.3348494256246374,8,0
13,-0.11836597104496273,-1.823979029797944,0.039702156437603574,8,0
14,-1.271266761378085,-2.044475483222143,-0.309318777502446,8,0
15,-2.8491154505886147,-2.109465884951855,-0.676057141226455,4,0
16,-4.7111059411101355,-1.917321358412414,-0.967587300915003,10,2
17,-6.687238029716527,-1.3914621472045827,-1.0901871119452118,3,2
18,-8.577416465199727,-0.4708944696371879,-0.9646920988917934,7,2
19,-10.159795872240231,0.8313353048733644,-0.5775687064598336,7,3
20,-11.205971372185168,2.3755698359347974,-0.04034152564472052,7,3
21,-11.556508685108081,4.045261975732609,0.5395172074188233,1,3
22,-11.131101389719861,5.685388408793212,1.0192716884496253,1,3
23,-9.959995541110779,7.1072768499638475,1.2939616813189896,1,5
24,-8.182380076234601,8.161183763233966,1.3130213133093305,9,5
25,-6.029676208383795,8.780134445876813,1.0831380815076832,9,5
26,-3.7953898193070508,8.959070526647656,0.6733541460362685,6,5
27,-1.763236206479682,8.745615132536757,0.18290703618739418,6,1
28,-0.1406974678123857,8.223823977321569,-0.2897271485290933,6,1
29,0.9831791046253638,7.495756365502365,-0.6725526627429782,2,1
30,1.6611328324026524,6.656522221513084,-0.9327379383083031,2,1
31,1.9974571453997207,5.7933542994149,-1.0607591764289404,2,6
32,2.096354018194301,4.982067355964403,-1.0580988388404533,2,6
33,2.0621959872844906,4.259036204533375,-0.9574043539792466,5,6
34,1.9665029809731682,3.630784698275419,-0.8027717494865829,5,6
35,1.8431936453266287,3.0854219153175797,-0.6285043713664739,5,6
36,1.5902209054517675,2.608133425626588,-0.453630384460156,5,6
37,1.2317156294200835,2.1832722453165654,-0.2596595168013041,5,6
38,1.139989689091507,1.833111453969816,-0.07247069395072121,5,4
39,1.1181748237719151,1.5447605690884592,0.056176728836564674,0,4
40,1.0887862679144324,1.2754135886910458,0.14262428860209117,0,4
41,1.0652329245964471,1.0117159701440068,0.19019019552220406,0,4
42,1.0473085419600598,0.7679849145917252,0.21492144644836797,0,4
43,1.0234903010324612,0.5695186759320109,0.2400052502683731,0,4
44,0.9985752972575904,0.4160662692391693,0.26734075211854136,0,4
45,0.9774360152689523,0.30119607290762745,0.2953259004833166,0,4
46,0.9634565982329776,0.22162745068132944,0.3169624518098536,0,4
47,0.9520679735014211,0.17945207488382328,0.315981476603854,0,4
48,0.94307463694017,0.156964305577485,0.30168506942292717,0,4
49,0.9409145578410397,0.13237670968703785,0.2926498266567002,0,4
50,0.943270031854209,0.10494225913422861,0.2863764205775879,0,4
51,0.947600854450934,0.07761801254885123,0.280050855138853,0,4
52,0.9524978007936052,0.05182029681449919,0.27402481627498715,0,4
53,0.9570333508553329,0.028244163385470273,0.26890133026479945,0,4
54,0.9605293711936217,0.0071361149452523216,0.26433290032224044,0,4
55,0.9627931558927592,-0.011969746070083692,0.25990843790951834,0,4
56,0.9638810194859634,-0.029917976715831535,0.2552554128184526,0,4
57,0.9638590161206005,-0.047497914399116936,0.25010660841767235,0,4
58,0.9627103366952552,-0.0652311628801318,0.24442279116668866,0,4
59,0.9603486726117688,-0.0833369539538857,0.23844303253193544,0,4
60,0.9566834396220205,-0.10176020938489407,0.23257198474228097,0,4
61,0.9516533848720161,-0.12039560294159557,0.22725531983929678,0,4
62,0.9452882483807502,-0.13915739107481173,0.22279901437222396,0,4
63,0.9376299741653122,-0.1580602293283446,0.21937305617940506,0,4
64,0.9287036753340928,-0.1773065086190166,0.2169266287976927,0,4
65,0.9184339920649989,-0.19727398771432786,0.21522229550787444,0,4
66,0.9066558139251787,-0.21856304396066265,0.2138087059678739,0,4
67,0.8930967122363842,-0.24193544543598122,0.2120931340416914,0,4
68,0.8774286444146316,-0.26822773924048676,0.20945397517306477,0,4
69,0.8592385522081532,-0.2982292767865627,0.20533908091431147,0,4
70,0.8380670393388688,-0.33252301481297963,0.19941232579355841,0,4
71,0.813451182360769,-0.3714909736379138,0.19152478213504973,0,4
72,0.7849830744248463,-0.41528454549204163,0.18170902835881464,0,4
73,0.7523939685679867,-0.46390615057162177,0.17008549540946916,0,4
74,0.7156241728619294,-0.5172231221381308,0.15682515777363956,0,4
75,0.6748189578766856,-0.574926982064581,0.14218256042866412,0,4
76,0.6303306812067481,-0.6364753536251833,0.12655318080777186,0,4
77,0.5826493002733404,-0.7011009276316006,0.11048101364175471,0,4
78,0.532356670965219,-0.767932538756313,0.09459238829707015,0,4
79,0.4800072841153128,-0.8361617135482886,0.07932926445576317,8,4
80,0.42611967903034087,-0.9052902784394583,0.06477778025276644,8,4
81,0.3711669897372089,-0.9750507631590515,0.05060358578722232,8,0
82,0.3156623888926712,-1.0452909016518368,0.03618612469826073,8,0
83,0.26023296209006885,-1.1157182895548459,0.020964838629929913,8,0
84,0.20569354358436862,-1.1857687943239923,0.0046213092380612995,8,0
85,0.15301952695393853,-1.2545674064484837,-0.0127311117689427,8,0
86,0.10323920783417707,-1.3211000071929218,-0.03061228780862938,8,0
87,0.057265696182404756,-1.384376333661215,-0.04842167295200231,8,0
88,0.01571116713869985,-1.4436686766965465,-0.06572182202192088,8,0
89,-0.021185757416119874,-1.498625913012296,-0.08240043675403784,8,0
90,-0.05350981854892371,-1.5492471017195828,-0.09879764364781625,8,0
91,-0.08154949266041447,-1.5956681620663795,-0.1154426328772562,8,0
92,-0.10561420554939716,-1.6378551006489097,-0.13275447727159095,8,0
93,-0.12594046580461293,-1.6754010877927725,-0.1507739759806339,8,0
94,-0.1427256969851979,-1.7075541323183643,-0.16912486390729353,8,0
95,-0.15623679905054114,-1.7334070608953434,-0.18709282822684858,8,0
96,-0.16690575755260711,-1.7522641169607864,-0.20372686548671756,8,0
97,-0.17520382433773818,-1.7641939122108659,-0.21739490313789966,8,0
98,-0.1808093589781268,-1.771200378572968,-0.22420577208492515,8,0
99,-0.18297204961433816,-1.7762138301423953,-0.21987879962553497,8,0
100,-0.18595986608201567,-1.7728707344086463,-0.2159226343890868,8,0
101,-0.19125494840414342,-1.7590962869086944,-0.21677014034769518,8,0
102,-0.19858286668470737,-1.7360662660560917,-0.22080658509790985,8,0
103,-0.20992682938046855,-1.7026671104454383,-0.22925259767263423,8,0
104,-0.22808293073540123,-1.6575492447342939,-0.24349551547906292,8,0
