,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Channel_9,Channel_10,Channel_11,Channel_12
0,37.507625134,81.69528831132001,35.4521486148,57.171936466800005,0.21015059640000036,53.2243871028,190.396244434404,376.02804830639997,125.40954298000001,103.66412432000001,159.6390181108,141.093873354
1,0.6111193951508197,1.8657797462180534,1.2176532319782225,1.2798318115652179,0.6923687057238813,1.454019670491393,2.750776963073204,8.897017005747319,4.354622263067119,0.5818485658549065,2.056477007708102,4.485914383541567
2,0.10840718124453999,1.918662441481123,1.8852311902136214,0.9430535335350562,1.2326232798917245,1.9436367259032468,1.2259410402556825,8.251269537199374,5.4386614534772795,2.0066021497005813,2.859199042898746,5.332263658529053
3,0.5872146863277308,1.7623624597173824,2.0844376999312106,0.7018749635984899,1.5614490747768277,1.964288098964059,1.0745789917713144,8.93838474832237,7.5995388825067876,3.38717219163134,2.618250191627193,3.4287468876593934
4,1.570360203107303,2.4005237017648065,3.5716316072165077,1.1490987464394067,2.966547097876808,3.245257842121721,5.436129868152219,7.299393897390049,2.0626449816000347,5.547427878856978,4.163475294225196,4.0571179922132945
5,0.9036780422874917,2.6696656794860827,2.268046006190342,1.3599527661648934,1.4082759775652265,2.6984871708728257,3.9713303463307166,8.129670237484579,1.5525872870382467,5.264965865713126,4.618415300569724,9.244774703796248
6,0.3980752161337471,2.0735026132458403,1.7459969898140546,1.1142056195004102,1.124097461511153,2.095904307893131,3.546836318634399,8.197770676824486,1.9359077791655377,3.5632569678260517,3.615686720850051,4.898945924022886
7,0.7700658070693572,1.8413615243779755,2.0512097752866865,1.1377385265364164,1.486213753834302,1.939258491057386,2.9910279137729314,8.703002021669759,4.128957295084278,1.4987673036137004,4.919228396390437,8.45337217684943
8,0.345155569947039,2.049623023507863,1.4558581362917995,1.1424274019450265,0.5394421663111739,1.8247993356241887,2.232394890794377,7.958926592075016,2.0792726356537674,3.8043275074125806,5.313966433431593,2.0963839310335457
9,0.566734805358999,2.589334653993442,2.6066637280943676,1.2175425380394156,1.4151652537766373,2.7352698757512175,2.4557633015368827,8.145191749595169,3.26578376751186,3.7627033052619594,3.3216115378763313,3.0557912157855207
10,1.1912385248263693,3.526349884544272,2.726255918895813,1.8180347889192428,1.5518880686564962,3.321208300221504,4.657744786673952,9.625036950737865,1.518999417048252,5.798783153407616,6.720154869835788,4.23156121211916
11,0.8561586295181615,2.050136356637003,1.1205975476492138,1.348346779471225,0.4614773417979355,1.6745332879939652,3.491265063290602,9.930093436818838,5.724062072467364,2.420314642485488,5.03899897036874,8.382154206095436
12,1.6253896786996775,2.537183366371501,1.524492981857406,1.7945693740062958,1.2047512991998204,1.927850386520299,3.2119260281256143,9.583549910447852,5.815680792049549,7.523370059423441,4.667743222751734,2.042144039645603
13,1.6366865288212704,2.603089073642002,1.9862047458480376,1.7302140791716767,1.384971393542861,2.2391244606971226,4.7983067107686495,10.863295074666278,13.226721672736213,12.934990958640222,10.451208385222905,6.678209124880175
14,5.7508865557920466,3.230892740366666,7.646362668691485,3.4218816453186265,5.962444290659519,4.300379922652909,11.31718642751949,25.505806377781873,40.96576145567624,44.910975938555474,33.49070575946637,18.728361067975815
15,1.1711230257260028,2.414188575871454,3.051799213951069,1.4015262497005825,2.003322896156131,2.4809039093849505,6.007709584278093,13.02576980790474,8.597291466683355,8.563905717946925,7.783015237304255,10.094687016401704
16,0.8847494869243295,3.3061854663945893,3.452198795009754,1.6472661430183444,1.9461018442571698,3.347338175320193,5.629117153170893,13.898307794610401,6.154557837672668,4.938460289622447,7.053979888749194,4.948331879408158
17,0.5857278271277405,3.6422041110044936,4.131677864712202,1.4300523440143162,2.3203880805697366,4.058565786260382,4.674185080953049,13.295835234991687,4.410431808491419,2.8490620129515767,5.209182597490294,8.506788969642054
18,0.6078724896675194,3.1587497805185785,3.4754908920242946,1.6423045074605318,1.5578790026246285,3.2818849133607917,4.200733143688717,13.72907214870222,6.137127495224186,2.501992868281598,2.174129231927023,9.346437108357582
19,0.9198498331491471,1.9651448216003393,2.3871769642478253,0.8674666084257276,1.729496067847947,2.1875550081817092,6.2272651273930455,17.982104204943543,9.376498135414684,0.11334745930843783,1.596287512119546,5.317149452893678
20,1.1881969355685602,1.9263208875915758,3.0109481229018598,0.7285838388059844,2.359303347701473,2.44805481096381,6.544136310827112,18.60226061801502,9.57403707999803,3.963156591451036,3.587762012850713,10.96666003944658
21,0.7454651622246047,3.482375959076339,3.6161221941822768,1.4367750527896825,2.207907042820182,3.610810822791391,5.248252270931131,21.40809259342371,9.063620858562716,1.8713814010607002,4.609879614419704,8.373995162394799
22,1.745292162106956,3.7116056172079825,5.354552278803767,1.0474200723940732,3.5466729624475737,4.399786038355493,6.146807624518599,24.70298788801524,13.094984155715503,1.1836695461096387,4.595197595061066,7.72807693336392
23,2.412267061220849,3.220612950802941,5.670313825866733,0.652395937476031,4.1220810824361545,4.359203435218374,8.487641643568594,34.07460168293771,19.48943002613124,6.196076470087082,3.328162565356345,6.748303779527987
24,3.1749117448789836,5.487374876233588,8.173291206264121,1.3977750420673998,5.654785127515129,6.788303006837779,8.974192720448801,42.058926066958314,28.723349871622165,8.578527052898906,6.276340764099697,9.75941753923625
25,4.5443763284677345,6.998261394946639,10.976100251701688,1.4767559145539129,7.860346617410395,8.788946832840997,12.550272263843732,59.09295267880837,31.82141540376812,6.783871322547712,8.335395304664816,2.8090285528328485
26,7.177178799901858,13.527410067013404,19.60489677737636,3.2423151651963016,13.438574687248908,16.27874801672167,23.45803389165092,102.05615602494493,55.71189878264122,14.006592093933369,10.419311548763428,10.466511018604214
27,21.70649562569501,39.86644852407471,58.41694679051702,9.614350950397673,40.37999280297176,47.94644085742136,68.25370378281295,303.5065405978398,164.01808248669835,39.10157100486449,33.67400578331374,42.08426837955605
28,22.53384148931246,41.84276449998492,60.633323705000585,10.569536914952778,41.825338480229654,50.05801639390743,69.77376156160304,311.27270829262386,166.96663257560616,42.46574655194899,42.316430037048384,51.81030050634041
29,7.4100405508416465,14.077473911555055,20.00108825794112,3.89747945558147,13.804249964270127,16.718868496332732,24.35670360730902,106.09634291974827,57.82928059543069,15.153821562667384,13.814206075253077,14.488322231043284
30,4.366209390024059,9.02130966954952,12.417109446173939,2.6233144876464287,8.473880568551362,10.307376184305578,14.018769788622539,64.76246878715509,33.914767073494204,10.947428340677632,9.608825262711472,6.6735669368455
